date,open,high,low,close,volume,average,barCount,localSymbol,expiry
2024-05-22,32.029998779296875,32.029998779296875,31.15999984741211,31.295000076293945,31.0,0.0,0.0,SI=F,
2024-05-23,30.34499931335449,30.709999084472656,30.1299991607666,30.28400039672852,104.0,0.0,0.0,SI=F,
2024-05-24,30.3700008392334,30.3700008392334,30.32999992370605,30.32999992370605,10.0,0.0,0.0,SI=F,
2024-05-28,31.540000915527344,32.1150016784668,31.5049991607666,31.97100067138672,45.0,0.0,0.0,SI=F,
2024-05-29,32.202999114990234,32.202999114990234,32.202999114990234,32.202999114990234,932.0,0.0,0.0,SI=F,
2024-05-30,32.0,32.04999923706055,31.11000061035156,31.38800048828125,257.0,0.0,0.0,SI=F,
2024-05-31,30.424999237060547,30.489999771118164,30.29700088500977,30.29700088500977,44.0,0.0,0.0,SI=F,
2024-06-03,30.440000534057617,30.641000747680664,29.850000381469727,30.641000747680664,209.0,0.0,0.0,SI=F,
2024-06-04,29.7549991607666,29.9950008392334,29.46999931335449,29.488000869750977,39.0,0.0,0.0,SI=F,
2024-06-05,29.549999237060547,29.96999931335449,29.549999237060547,29.94799995422364,16.0,0.0,0.0,SI=F,
2024-06-06,30.559999465942383,31.31999969482422,30.559999465942383,31.246999740600582,282.0,0.0,0.0,SI=F,
2024-06-07,31.52499961853028,31.52499961853028,29.299999237060547,29.334999084472656,10.0,0.0,0.0,SI=F,
2024-06-10,29.59000015258789,29.768999099731445,29.479999542236328,29.768999099731445,32.0,0.0,0.0,SI=F,
2024-06-11,29.155000686645508,29.5049991607666,29.132999420166016,29.132999420166016,3.0,0.0,0.0,SI=F,
2024-06-12,30.176000595092773,30.176000595092773,29.75,30.176000595092773,8.0,0.0,0.0,SI=F,
2024-06-13,29.125,29.325000762939453,28.815000534057617,28.989999771118164,21.0,0.0,0.0,SI=F,
2024-06-14,29.38500022888184,29.540000915527344,29.38500022888184,29.402000427246094,16.0,0.0,0.0,SI=F,
2024-06-17,29.325000762939453,29.325000762939453,29.325000762939453,29.325000762939453,0.0,0.0,0.0,SI=F,
2024-06-18,29.0049991607666,29.5049991607666,28.95499992370605,29.5049991607666,66.0,0.0,0.0,SI=F,
2024-06-20,29.5,30.775999069213867,29.5,30.775999069213867,20.0,0.0,0.0,SI=F,
2024-06-21,30.5,30.51000022888184,29.57299995422364,29.57299995422364,20.0,0.0,0.0,SI=F,
2024-06-24,29.5,29.5,29.48900032043457,29.48900032043457,5.0,0.0,0.0,SI=F,
2024-06-25,29.5,29.5,28.83699989318848,28.83699989318848,5.0,0.0,0.0,SI=F,
2024-06-26,28.90900039672852,28.90900039672852,28.90900039672852,28.90900039672852,52023.0,0.0,0.0,SI=F,
2024-06-27,28.770000457763672,29.225000381469727,28.665000915527344,28.917999267578125,14649.0,0.0,0.0,SI=F,
2024-06-28,28.940000534057617,29.57999992370605,28.81999969482422,29.23699951171875,538.0,0.0,0.0,SI=F,
2024-07-01,29.100000381469727,29.440000534057617,29.0,29.299999237060547,664.0,0.0,0.0,SI=F,
2024-07-02,29.309999465942383,29.6200008392334,29.225000381469727,29.35300064086914,153.0,0.0,0.0,SI=F,
2024-07-03,29.59499931335449,30.549999237060547,29.540000915527344,30.54800033569336,261.0,0.0,0.0,SI=F,
2024-07-05,30.26499938964844,31.46999931335449,30.165000915527344,31.38800048828125,451.0,0.0,0.0,SI=F,
2024-07-08,31.200000762939453,31.200000762939453,30.61800003051757,30.61800003051757,171.0,0.0,0.0,SI=F,
2024-07-09,30.77199935913086,30.77199935913086,30.77199935913086,30.77199935913086,6.0,0.0,0.0,SI=F,
2024-07-10,30.770000457763672,30.770000457763672,30.72699928283692,30.72699928283692,121.0,0.0,0.0,SI=F,
2024-07-11,30.940000534057617,31.70499992370605,30.905000686645508,31.393999099731445,257.0,0.0,0.0,SI=F,
2024-07-12,31.364999771118164,31.364999771118164,30.459999084472656,30.88599967956543,41.0,0.0,0.0,SI=F,
2024-07-15,30.690000534057617,31.0049991607666,30.59499931335449,30.67200088500977,43.0,0.0,0.0,SI=F,
2024-07-16,30.809999465942383,31.30500030517578,30.780000686645508,31.19499969482422,8.0,0.0,0.0,SI=F,
2024-07-17,31.20499992370605,31.28499984741211,30.136999130249023,30.136999130249023,69.0,0.0,0.0,SI=F,
2024-07-18,30.5049991607666,30.5049991607666,29.989999771118164,29.9950008392334,4.0,0.0,0.0,SI=F,
2024-07-19,29.75,29.75,28.89999961853028,29.08799934387207,73.0,0.0,0.0,SI=F,
2024-07-22,29.170000076293945,29.170000076293945,28.780000686645508,29.124000549316406,27.0,0.0,0.0,SI=F,
2024-07-23,29.0,29.131999969482425,28.799999237060547,29.131999969482425,21.0,0.0,0.0,SI=F,
2024-07-24,29.11599922180176,29.11599922180176,28.98500061035156,29.11599922180176,9.0,0.0,0.0,SI=F,
2024-07-25,28.700000762939453,28.700000762939453,27.549999237060547,27.80699920654297,157.0,0.0,0.0,SI=F,
2024-07-26,28.01000022888184,28.01000022888184,27.739999771118164,27.86000061035156,75.0,0.0,0.0,SI=F,
2024-07-29,28.049999237060547,28.049999237060547,27.702999114990234,27.702999114990234,819.0,0.0,0.0,SI=F,
2024-07-30,27.825000762939453,28.364999771118164,27.799999237060547,28.364999771118164,320.0,0.0,0.0,SI=F,
2024-07-31,28.71500015258789,28.88500022888184,28.71500015258789,28.777999877929688,17.0,0.0,0.0,SI=F,
2024-08-01,28.94499969482422,28.94499969482422,28.33099937438965,28.33099937438965,16.0,0.0,0.0,SI=F,
2024-08-02,28.89999961853028,28.93000030517578,28.246000289916992,28.246000289916992,101.0,0.0,0.0,SI=F,
2024-08-05,28.165000915527344,28.559999465942383,26.84000015258789,27.076000213623047,38.0,0.0,0.0,SI=F,
2024-08-06,27.21500015258789,27.229999542236328,27.09600067138672,27.09600067138672,110.0,0.0,0.0,SI=F,
2024-08-07,26.915000915527344,26.915000915527344,26.69499969482422,26.82999992370605,7.0,0.0,0.0,SI=F,
2024-08-08,27.05500030517578,27.5049991607666,27.05500030517578,27.5,36.0,0.0,0.0,SI=F,
2024-08-09,27.48699951171875,27.48699951171875,27.48699951171875,27.48699951171875,2.0,0.0,0.0,SI=F,
2024-08-12,27.84000015258789,27.924999237060547,27.780000686645508,27.91699981689453,11.0,0.0,0.0,SI=F,
2024-08-13,27.69499969482422,27.69499969482422,27.69499969482422,27.69499969482422,4.0,0.0,0.0,SI=F,
2024-08-14,27.253999710083008,27.253999710083008,27.253999710083008,27.253999710083008,30.0,0.0,0.0,SI=F,
2024-08-15,28.145000457763672,28.34199905395508,28.145000457763672,28.34199905395508,41.0,0.0,0.0,SI=F,
2024-08-16,28.777999877929688,28.777999877929688,28.777999877929688,28.777999877929688,15.0,0.0,0.0,SI=F,
2024-08-19,29.239999771118164,29.239999771118164,29.239999771118164,29.239999771118164,18.0,0.0,0.0,SI=F,
2024-08-20,29.854999542236328,29.95499992370605,29.45499992370605,29.45499992370605,15.0,0.0,0.0,SI=F,
2024-08-21,29.47599983215332,29.47599983215332,29.47599983215332,29.47599983215332,1.0,0.0,0.0,SI=F,
2024-08-22,29.44499969482422,29.450000762939453,29.0,29.006000518798828,4.0,0.0,0.0,SI=F,
2024-08-23,29.785999298095703,29.785999298095703,29.785999298095703,29.785999298095703,8.0,0.0,0.0,SI=F,
2024-08-26,30.104999542236328,30.104999542236328,29.905000686645508,29.97699928283692,53.0,0.0,0.0,SI=F,
2024-08-27,29.951000213623047,29.98500061035156,29.951000213623047,29.951000213623047,78.0,0.0,0.0,SI=F,
2024-08-28,29.176000595092773,29.176000595092773,29.176000595092773,29.176000595092773,42397.0,0.0,0.0,SI=F,
2024-08-29,29.11000061035156,29.655000686645508,29.11000061035156,29.55699920654297,7849.0,0.0,0.0,SI=F,
2024-08-30,29.3799991607666,29.55500030517578,28.709999084472656,28.731000900268555,488.0,0.0,0.0,SI=F,
2024-09-03,28.354999542236328,28.565000534057617,27.69499969482422,27.951000213623047,292.0,0.0,0.0,SI=F,
2024-09-04,27.88500022888184,28.21500015258789,27.88500022888184,28.16699981689453,237.0,0.0,0.0,SI=F,
2024-09-05,28.19499969482422,28.770000457763672,28.19499969482422,28.71999931335449,299.0,0.0,0.0,SI=F,
2024-09-06,28.584999084472656,28.584999084472656,27.808000564575195,27.808000564575195,72.0,0.0,0.0,SI=F,
2024-09-09,28.084999084472656,28.34000015258789,28.049999237060547,28.291000366210938,72.0,0.0,0.0,SI=F,
2024-09-10,28.2450008392334,28.256999969482425,28.20499992370605,28.256999969482425,20.0,0.0,0.0,SI=F,
2024-09-11,28.4950008392334,28.68000030517578,28.4950008392334,28.5629997253418,18.0,0.0,0.0,SI=F,
2024-09-12,28.80500030517578,29.799999237060547,28.790000915527344,29.74300003051757,33.0,0.0,0.0,SI=F,
2024-09-13,29.979999542236328,30.770000457763672,29.979999542236328,30.698999404907227,66.0,0.0,0.0,SI=F,
2024-09-16,30.88500022888184,31.01499938964844,30.76499938964844,30.770999908447266,116.0,0.0,0.0,SI=F,
2024-09-17,30.61899948120117,30.700000762939453,30.61899948120117,30.61899948120117,52.0,0.0,0.0,SI=F,
2024-09-18,30.65999984741211,30.729999542236328,30.299999237060547,30.340999603271484,86.0,0.0,0.0,SI=F,
2024-09-19,30.049999237060547,31.0939998626709,30.049999237060547,31.0939998626709,26.0,0.0,0.0,SI=F,
2024-09-20,31.065000534057617,31.200000762939453,31.065000534057617,31.176000595092773,3.0,0.0,0.0,SI=F,
2024-09-23,30.6299991607666,30.864999771118164,30.6299991607666,30.76700019836425,70.0,0.0,0.0,SI=F,
2024-09-24,30.86000061035156,32.11100006103516,30.825000762939453,32.11100006103516,35.0,0.0,0.0,SI=F,
2024-09-25,31.80500030517578,31.989999771118164,31.69799995422364,31.69799995422364,38.0,0.0,0.0,SI=F,
2024-09-26,32.23500061035156,32.25,32.025001525878906,32.025001525878906,301.0,0.0,0.0,SI=F,
2024-09-27,31.815000534057617,32.13999938964844,31.44499969482422,31.518999099731445,120.0,0.0,0.0,SI=F,
2024-09-30,31.604999542236328,31.604999542236328,31.1200008392334,31.16399955749512,73.0,0.0,0.0,SI=F,
2024-10-01,31.350000381469727,31.59499931335449,31.309999465942383,31.44499969482422,86.0,0.0,0.0,SI=F,
2024-10-02,31.05500030517578,31.700000762939453,31.05500030517578,31.62800025939941,24.0,0.0,0.0,SI=F,
2024-10-03,31.459999084472656,32.18899917602539,31.440000534057617,32.18899917602539,146.0,0.0,0.0,SI=F,
2024-10-04,32.095001220703125,32.86000061035156,31.61000061035156,32.12799835205078,156.0,0.0,0.0,SI=F,
2024-10-07,31.59000015258789,31.7450008392334,31.59000015258789,31.7450008392334,1.0,0.0,0.0,SI=F,
2024-10-08,31.38500022888184,31.38500022888184,30.354999542236328,30.354999542236328,21.0,0.0,0.0,SI=F,
2024-10-09,30.48500061035156,30.48500061035156,30.424999237060547,30.424999237060547,2.0,0.0,0.0,SI=F,
2024-10-10,31.0049991607666,31.0049991607666,31.0049991607666,31.0049991607666,4.0,0.0,0.0,SI=F,
2024-10-11,31.53499984741211,31.53499984741211,31.520000457763672,31.520000457763672,15.0,0.0,0.0,SI=F,
2024-10-14,31.08300018310547,31.200000762939453,31.08300018310547,31.08300018310547,2.0,0.0,0.0,SI=F,
2024-10-15,31.527000427246094,31.527000427246094,31.527000427246094,31.527000427246094,0.0,0.0,0.0,SI=F,
2024-10-16,31.64999961853028,31.76000022888184,31.645000457763672,31.76000022888184,25.0,0.0,0.0,SI=F,
2024-10-17,31.68000030517578,31.854999542236328,31.57299995422364,31.57299995422364,26.0,0.0,0.0,SI=F,
2024-10-18,33.03200149536133,33.68000030517578,33.03200149536133,33.03200149536133,33.0,0.0,0.0,SI=F,
2024-10-21,33.8650016784668,34.255001068115234,33.8650016784668,33.86899948120117,58.0,0.0,0.0,SI=F,
2024-10-22,34.474998474121094,34.834999084472656,34.42499923706055,34.83100128173828,80.0,0.0,0.0,SI=F,
2024-10-23,34.55500030517578,34.55500030517578,33.63999938964844,33.63999938964844,6.0,0.0,0.0,SI=F,
2024-10-24,34.13999938964844,34.13999938964844,33.61100006103516,33.61100006103516,24.0,0.0,0.0,SI=F,
2024-10-25,33.25,33.70500183105469,33.25,33.60300064086914,22.0,0.0,0.0,SI=F,
2024-10-28,33.77000045776367,33.83000183105469,33.77000045776367,33.83000183105469,3.0,0.0,0.0,SI=F,
2024-10-29,34.26900100708008,34.26900100708008,34.26900100708008,34.26900100708008,133.0,0.0,0.0,SI=F,
2024-10-30,34.119998931884766,34.16999816894531,33.540000915527344,33.91400146484375,79.0,0.0,0.0,SI=F,
2024-10-31,33.525001525878906,33.525001525878906,32.59000015258789,32.65299987792969,37.0,0.0,0.0,SI=F,
2024-11-01,32.54199981689453,32.54199981689453,32.400001525878906,32.54199981689453,98.0,0.0,0.0,SI=F,
2024-11-04,32.47999954223633,32.47999954223633,32.47999954223633,32.47999954223633,0.0,0.0,0.0,SI=F,
2024-11-05,32.654998779296875,32.654998779296875,32.654998779296875,32.654998779296875,6.0,0.0,0.0,SI=F,
2024-11-06,32.040000915527344,32.040000915527344,31.0,31.22100067138672,6.0,0.0,0.0,SI=F,
2024-11-07,31.44499969482422,31.76499938964844,31.44499969482422,31.76499938964844,222.0,0.0,0.0,SI=F,
2024-11-08,31.4950008392334,31.4950008392334,31.34499931335449,31.358999252319336,3.0,0.0,0.0,SI=F,
2024-11-11,31.114999771118164,31.114999771118164,30.5,30.540000915527344,69.0,0.0,0.0,SI=F,
2024-11-12,30.309999465942383,30.68600082397461,30.309999465942383,30.68600082397461,5.0,0.0,0.0,SI=F,
2024-11-13,30.96999931335449,30.96999931335449,30.43000030517578,30.59000015258789,5.0,0.0,0.0,SI=F,
2024-11-14,30.170000076293945,30.56999969482422,29.73500061035156,30.507999420166016,38.0,0.0,0.0,SI=F,
2024-11-15,30.31999969482422,30.371000289916992,30.2450008392334,30.371000289916992,2.0,0.0,0.0,SI=F,
2024-11-18,31.163000106811523,31.163000106811523,31.163000106811523,31.163000106811523,6.0,0.0,0.0,SI=F,
2024-11-19,31.45499992370605,31.475000381469727,31.14999961853028,31.20800018310547,10.0,0.0,0.0,SI=F,
2024-11-20,31.18000030517578,31.18000030517578,30.95599937438965,30.95599937438965,7.0,0.0,0.0,SI=F,
2024-11-21,30.94499969482422,30.94499969482422,30.75,30.91200065612793,30.0,0.0,0.0,SI=F,
2024-11-22,31.299999237060547,31.30900001525879,31.26000022888184,31.30900001525879,5.0,0.0,0.0,SI=F,
2024-11-25,30.815000534057617,30.815000534057617,30.209999084472656,30.209999084472656,12.0,0.0,0.0,SI=F,
2024-11-26,30.38800048828125,30.38800048828125,30.38800048828125,30.38800048828125,55215.0,0.0,0.0,SI=F,
2024-11-27,30.489999771118164,30.75,29.989999771118164,30.11100006103516,19729.0,0.0,0.0,SI=F,
2024-11-29,30.13500022888184,30.950000762939453,29.655000686645508,30.684999465942383,2230.0,0.0,0.0,SI=F,
2024-12-02,30.51000022888184,30.670000076293945,30.170000076293945,30.448999404907227,158.0,0.0,0.0,SI=F,
2024-12-03,30.934999465942383,31.11000061035156,30.8700008392334,31.07699966430664,211.0,0.0,0.0,SI=F,
2024-12-04,31.155000686645508,31.5049991607666,30.920000076293945,31.5049991607666,504.0,0.0,0.0,SI=F,
2024-12-05,31.290000915527344,31.475000381469727,31.13400077819824,31.13400077819824,211.0,0.0,0.0,SI=F,
2024-12-06,31.299999237060547,31.334999084472656,31.07999992370605,31.18600082397461,35.0,0.0,0.0,SI=F,
2024-12-09,31.440000534057617,32.51499938964844,31.440000534057617,32.215999603271484,642.0,0.0,0.0,SI=F,
2024-12-10,32.10499954223633,32.362998962402344,32.03499984741211,32.362998962402344,689.0,0.0,0.0,SI=F,
2024-12-11,32.34000015258789,32.5620002746582,32.20500183105469,32.5620002746582,484.0,0.0,0.0,SI=F,
2024-12-12,32.529998779296875,32.77000045776367,31.225000381469727,31.22800064086914,108.0,0.0,0.0,SI=F,
2024-12-13,31.0,31.0,30.559999465942383,30.655000686645508,47.0,0.0,0.0,SI=F,
2024-12-16,30.815000534057617,30.815000534057617,30.68000030517578,30.69700050354004,36.0,0.0,0.0,SI=F,
2024-12-17,30.34499931335449,30.57299995422364,30.290000915527344,30.57299995422364,365.0,0.0,0.0,SI=F,
2024-12-18,30.440000534057617,30.440000534057617,29.8799991607666,30.40999984741211,290.0,0.0,0.0,SI=F,
2024-12-19,29.604999542236328,29.614999771118164,28.854999542236328,29.0939998626709,81.0,0.0,0.0,SI=F,
2024-12-20,29.165000915527344,29.84499931335449,29.104999542236328,29.65999984741211,61.0,0.0,0.0,SI=F,
2024-12-23,29.895000457763672,29.989999771118164,29.88800048828125,29.88800048828125,54.0,0.0,0.0,SI=F,
2024-12-24,29.974000930786133,29.974000930786133,29.974000930786133,29.974000930786133,66.0,0.0,0.0,SI=F,
2024-12-26,30.01499938964844,30.114999771118164,29.979999542236328,30.04700088500977,109.0,0.0,0.0,SI=F,
2024-12-27,29.934999465942383,29.934999465942383,29.604999542236328,29.655000686645508,109.0,0.0,0.0,SI=F,
2024-12-30,29.66,29.66,29.66,29.66,1.0,29.66,1.0,SIF5,20250129.0
